ZIP,STATUS,ERROR_STEP,ERROR_TYPE,ERROR_MESSAGE,RESULT_TEXT,MAP_URL,PAGE_URL
10047,NO_DATA,WAIT_RESULT,NO_DATA,No transit map available for this ZIP code,No results found,,https://www.fedexfreight.fedex.com/servicemaps.jsp
